query,pipeline,metric,value
windproof lighter rechargeable flexible,baseline,prec@10,0.6
winter cycling shoe covers,baseline,prec@10,0.8
winter jacket,baseline,prec@10,0.0
wireless keyboard mouse combo,baseline,prec@10,0.3
womans wallet,baseline,prec@10,0.0
women cardigan,baseline,prec@10,0.0
women strapless bathing suit,baseline,prec@10,0.1
women zip up hoodie,baseline,prec@10,0.0
women's crop-top letter printed sweatshirt usa,baseline,prec@10,0.1
women's running socks,baseline,prec@10,0.4
womens 3/4 sleeve tops and blouses,baseline,prec@10,0.1
womens open front hoodie,baseline,prec@10,0.1
womens sexy xl shirt,baseline,prec@10,0.1
womens summer hat,baseline,prec@10,0.1
womens swimsuits plus size two piece,baseline,prec@10,0.0
wood shelves wall mounted,baseline,prec@10,0.0
wooden gifts for men,baseline,prec@10,0.0
wooden stool,baseline,prec@10,0.0
wooden suit hangers for men,baseline,prec@10,0.2
word wall letters,baseline,prec@10,0.1
work pants for women office plus size,baseline,prec@10,0.0
wrench arborist,baseline,prec@10,0.1
wrestling shoes,baseline,prec@10,0.2
wrist compression brace,baseline,prec@10,0.2
wristlet crossbody anti theft,baseline,prec@10,0.2
wusthof knife set without block,baseline,prec@10,0.2
xbox one compatible keyboard and mouse combo,baseline,prec@10,0.3
xlr splitter 2 female 1 male,baseline,prec@10,0.8
yamaha psr ew410,baseline,prec@10,0.6
yogi tea stomach ease,baseline,prec@10,0.6
yongnuo led,baseline,prec@10,0.9
youtu,baseline,prec@10,0.0
zinc liquid supplement,baseline,prec@10,0.4
zoom eyepiece for telescope,baseline,prec@10,0.7
zumba shoes,baseline,prec@10,0.2
zyrtec,baseline,prec@10,0.4
- we are not such things,baseline,ratio_of_ratings,0.0
1-8x scope,baseline,ratio_of_ratings,0.3333333333333333
10 inch bookshelf,baseline,ratio_of_ratings,0.1
10 magnetic eyelashes without eyeliner,baseline,ratio_of_ratings,0.42857142857142855
10.9 inch ipad case without pencil holder,baseline,ratio_of_ratings,0.4444444444444444
108 curtains without grommet,baseline,ratio_of_ratings,0.0
11 x 21 plant trays for seedlings without holes,baseline,ratio_of_ratings,1.0
11 year old girl gifts,baseline,ratio_of_ratings,0.0
12 month xbox live gold digital,baseline,ratio_of_ratings,0.0
12 v cable,baseline,ratio_of_ratings,0.0
12x20 throw pillow covers set of 2,baseline,ratio_of_ratings,0.5
144hz gaming monitor,baseline,ratio_of_ratings,0.0
2 be or not 2b,baseline,ratio_of_ratings,0.0
2 pin converter,baseline,ratio_of_ratings,0.2
"2.5"" hdd",baseline,ratio_of_ratings,0.0
20g nose ring hoop,baseline,ratio_of_ratings,0.0
27 in curved monitor,baseline,ratio_of_ratings,0.2
2k digital picture frame,baseline,ratio_of_ratings,1.0
3 way faucet,baseline,ratio_of_ratings,0.5
3-6 months denim overalls,baseline,ratio_of_ratings,0.5
3-inch drawer pulls natural,baseline,ratio_of_ratings,0.0
32 inch curved monitor,baseline,ratio_of_ratings,0.3
36 bar stools,baseline,ratio_of_ratings,0.0
3d mink lashes,baseline,ratio_of_ratings,0.1
3d printer,baseline,ratio_of_ratings,0.4
3d printer nozzle,baseline,ratio_of_ratings,0.4
45 inch smart tv,baseline,ratio_of_ratings,0.2
4k hdmi switch,baseline,ratio_of_ratings,0.4
4k tv samsung,baseline,ratio_of_ratings,0.0
5 candle,baseline,ratio_of_ratings,0.3
55 inch tv wall mount,baseline,ratio_of_ratings,0.1
6 ft table cover fitted,baseline,ratio_of_ratings,0.4
6 hole saw for cornhole boards,baseline,ratio_of_ratings,1.0
600w power supply 80 plus,baseline,ratio_of_ratings,0.8333333333333334
70s outfits for women,baseline,ratio_of_ratings,0.0
7xl lab coat,baseline,ratio_of_ratings,0.6666666666666666
a deed without a name,baseline,ratio_of_ratings,0.9
a veterans christmas,baseline,ratio_of_ratings,0.0
a year without autumn,baseline,ratio_of_ratings,0.1
a. c. bhaktivedanta swami prabhupada,baseline,ratio_of_ratings,1.0
acrylic magnetic frame,baseline,ratio_of_ratings,0.5
addidas shoes,baseline,ratio_of_ratings,0.0
adjustable hitch,baseline,ratio_of_ratings,0.2
air force 1 '07 shoes for women,baseline,ratio_of_ratings,1.0
air fryer oven,baseline,ratio_of_ratings,0.0
air nike jordan 1,baseline,ratio_of_ratings,0.2
air pods case panda,baseline,ratio_of_ratings,1.0
ajax dishwashing liquid,baseline,ratio_of_ratings,1.0
alienware monitor 34,baseline,ratio_of_ratings,1.0
all the news not fit to print,baseline,ratio_of_ratings,0.6666666666666666
almay for sensitive,baseline,ratio_of_ratings,0.7
alocane emergency burn gel,baseline,ratio_of_ratings,0.9
amazon basics spoons plastic,baseline,ratio_of_ratings,1.0
andis t edger,baseline,ratio_of_ratings,0.5
android tablet cases for kids,baseline,ratio_of_ratings,0.0
angel figurine,baseline,ratio_of_ratings,0.6
anklet,baseline,ratio_of_ratings,0.0
anova precision cooker,baseline,ratio_of_ratings,0.75
anti trump lawn sign,baseline,ratio_of_ratings,0.6666666666666666
aorus mouse pad,baseline,ratio_of_ratings,1.0
apex pro,baseline,ratio_of_ratings,0.2
apple power adapter and lightning cable,baseline,ratio_of_ratings,0.2
apple watch bands silver,baseline,ratio_of_ratings,0.1
army sash,baseline,ratio_of_ratings,0.8333333333333334
art supplies for kids 9-12,baseline,ratio_of_ratings,0.0
art supply trolley,baseline,ratio_of_ratings,1.0
ash brown hair balayage short,baseline,ratio_of_ratings,1.0
audio bible,baseline,ratio_of_ratings,0.4
aveeno nourishing cleanser,baseline,ratio_of_ratings,1.0
baby bows,baseline,ratio_of_ratings,0.0
baby flight bed,baseline,ratio_of_ratings,0.2
baby girl clothes photoshoot,baseline,ratio_of_ratings,0.0
baby girl outfits,baseline,ratio_of_ratings,0.1
baby interactive toys 6 to 12 months,baseline,ratio_of_ratings,0.0
baby irish clothes,baseline,ratio_of_ratings,0.5
baby wall art decals,baseline,ratio_of_ratings,0.1
backlit keycaps,baseline,ratio_of_ratings,0.3
bag for essential oils,baseline,ratio_of_ratings,0.4
baking sets nonstick,baseline,ratio_of_ratings,0.0
ball trimmer men,baseline,ratio_of_ratings,0.0
bamboo bath sheet,baseline,ratio_of_ratings,0.8
bar soap scrub pouch,baseline,ratio_of_ratings,0.25
barbie dolls,baseline,ratio_of_ratings,0.0
barcel,baseline,ratio_of_ratings,0.5
barcelona jersey long sleeve,baseline,ratio_of_ratings,1.0
bath & shower safety mats,baseline,ratio_of_ratings,0.5
bathroom hooks for towels,baseline,ratio_of_ratings,0.1
bathtub hair catcher,baseline,ratio_of_ratings,0.1
bathtub tray,baseline,ratio_of_ratings,0.0
battery powered inverter,baseline,ratio_of_ratings,0.0
bb30 shimano bottom bracket,baseline,ratio_of_ratings,1.0
bbq grill,baseline,ratio_of_ratings,0.2
bcaa without artificial sweeteners,baseline,ratio_of_ratings,0.25
beanies,baseline,ratio_of_ratings,0.0
bearded dragon light bulbs,baseline,ratio_of_ratings,0.3333333333333333
beats x wireless earbuds,baseline,ratio_of_ratings,0.0
bed frame with drawers king,baseline,ratio_of_ratings,0.25
bedroom lamp,baseline,ratio_of_ratings,0.0
bedskirts full size,baseline,ratio_of_ratings,0.1
beeswax wood polish,baseline,ratio_of_ratings,0.7
beet chips,baseline,ratio_of_ratings,0.9
belief without borders,baseline,ratio_of_ratings,0.5
best teacher gifts for christmas,baseline,ratio_of_ratings,0.1
between the spark and the burn,baseline,ratio_of_ratings,0.25
bevel skin care men,baseline,ratio_of_ratings,1.0
bibs for baby girl waterproof,baseline,ratio_of_ratings,0.0
big dreams daily joys,baseline,ratio_of_ratings,1.0
big gym towel,baseline,ratio_of_ratings,0.0
bingo game,baseline,ratio_of_ratings,0.2
biodegradable wipes,baseline,ratio_of_ratings,0.3
black and white striped door mat,baseline,ratio_of_ratings,0.0
black bodycon short dress,baseline,ratio_of_ratings,0.0
black dress,baseline,ratio_of_ratings,0.0
black fitflop,baseline,ratio_of_ratings,0.5
black hub caps,baseline,ratio_of_ratings,0.0
black leather laptop backpack for women,baseline,ratio_of_ratings,0.6
black plastic ribbon,baseline,ratio_of_ratings,0.1
black shirt womens,baseline,ratio_of_ratings,0.0
blank high security check paper,baseline,ratio_of_ratings,0.5555555555555556
blessed not lucky,baseline,ratio_of_ratings,1.0
blood circulation for feet,baseline,ratio_of_ratings,0.1
blower motor,baseline,ratio_of_ratings,0.1
blue bathroom rugs,baseline,ratio_of_ratings,0.3
blue car bed,baseline,ratio_of_ratings,0.2
bluetooth headset with microphone,baseline,ratio_of_ratings,0.1
bluetooth sunglasses,baseline,ratio_of_ratings,0.4
body back scalp massager,baseline,ratio_of_ratings,0.5555555555555556
bodycon dresses for women,baseline,ratio_of_ratings,0.0
boneco a451,baseline,ratio_of_ratings,1.0
boogie wipes,baseline,ratio_of_ratings,0.8
book on dogs for 6 year old,baseline,ratio_of_ratings,0.0
bookbag with wheels,baseline,ratio_of_ratings,0.3333333333333333
bookcase,baseline,ratio_of_ratings,0.2
bottom bracket tool,baseline,ratio_of_ratings,0.6
boxed turtle,baseline,ratio_of_ratings,1.0
boy doll clothes 15 inch,baseline,ratio_of_ratings,1.0
boys gray boat shoes,baseline,ratio_of_ratings,1.0
boys queen size sheets,baseline,ratio_of_ratings,0.5
boys smart watch,baseline,ratio_of_ratings,0.1
bra extender 3 hook for plus size,baseline,ratio_of_ratings,0.3333333333333333
braun series 7 replacement head,baseline,ratio_of_ratings,0.5
brayer rollers,baseline,ratio_of_ratings,0.6666666666666666
broadway shirt,baseline,ratio_of_ratings,0.6
broom and dustpan,baseline,ratio_of_ratings,0.4
brown leather sofa pillows,baseline,ratio_of_ratings,0.3
bts merchandise,baseline,ratio_of_ratings,0.0
bulwark flame resistant jacket,baseline,ratio_of_ratings,0.9
c7 z06 stage 2,baseline,ratio_of_ratings,1.0
cabinet knobs,baseline,ratio_of_ratings,0.1
cable modem,baseline,ratio_of_ratings,0.0
cake mix,baseline,ratio_of_ratings,0.0
calcium,baseline,ratio_of_ratings,0.0
calily dog shampoo,baseline,ratio_of_ratings,1.0
calming bed for dogs,baseline,ratio_of_ratings,0.2
camo short short,baseline,ratio_of_ratings,0.1
camper courb,baseline,ratio_of_ratings,1.0
can am maverick x3 roof,baseline,ratio_of_ratings,1.0
canon camera on sale,baseline,ratio_of_ratings,0.0
canon eos m50 - kit,baseline,ratio_of_ratings,0.3
canon t8i battery,baseline,ratio_of_ratings,0.3
car rooftop door step,baseline,ratio_of_ratings,1.0
carabiner clip,baseline,ratio_of_ratings,0.1
carbon monoxide detectors,baseline,ratio_of_ratings,0.0
cars coloring book,baseline,ratio_of_ratings,0.5
cbd,baseline,ratio_of_ratings,0.8
cd/dvd printers,baseline,ratio_of_ratings,0.0
celtic knot earrings sterling silver,baseline,ratio_of_ratings,0.7
chacheres creole seasoning,baseline,ratio_of_ratings,1.0
chain extenders,baseline,ratio_of_ratings,0.4
champion home standby generator,baseline,ratio_of_ratings,1.0
chapstick total hydration,baseline,ratio_of_ratings,0.5
charlie brown costume,baseline,ratio_of_ratings,0.8
charmaine delta kitchen faucet,baseline,ratio_of_ratings,1.0
cheap laptops windows 10,baseline,ratio_of_ratings,0.0
cheese dome with base,baseline,ratio_of_ratings,0.5
cheetah mount,baseline,ratio_of_ratings,0.75
cherry pie,baseline,ratio_of_ratings,0.6
chia and flax seed blend,baseline,ratio_of_ratings,0.5
chicago bears garden flag,baseline,ratio_of_ratings,1.0
chicago med,baseline,ratio_of_ratings,0.0
christian books children,baseline,ratio_of_ratings,0.0
christian cozy mysteries,baseline,ratio_of_ratings,0.5
christmas craft snowman,baseline,ratio_of_ratings,0.2
christmas music streaming,baseline,ratio_of_ratings,0.5
christmas stockings for girls,baseline,ratio_of_ratings,0.0
christmas+top and dresses+for+women,baseline,ratio_of_ratings,0.0
chromebook protectors,baseline,ratio_of_ratings,0.5
chronograph shooting,baseline,ratio_of_ratings,1.0
"city adventures, no. 3",baseline,ratio_of_ratings,0.1111111111111111
clear ball ornaments,baseline,ratio_of_ratings,0.4
clear floral case,baseline,ratio_of_ratings,0.1
clip on earrings,baseline,ratio_of_ratings,0.1
clock mechanism,baseline,ratio_of_ratings,0.5
coach wallet for women,baseline,ratio_of_ratings,0.0
coffee mugs,baseline,ratio_of_ratings,0.1
coil incense,baseline,ratio_of_ratings,0.5
colorful decorations for party,baseline,ratio_of_ratings,0.0
colorful keys and locks,baseline,ratio_of_ratings,0.5
comfify collapsible colander,baseline,ratio_of_ratings,0.5
computer stickers star wars,baseline,ratio_of_ratings,0.75
conchos for saddles,baseline,ratio_of_ratings,0.8888888888888888
connector 6 pin,baseline,ratio_of_ratings,0.4
converse slip on,baseline,ratio_of_ratings,0.0
cookie monster party supplies,baseline,ratio_of_ratings,0.3333333333333333
cool slippers for men,baseline,ratio_of_ratings,0.0
cool watch under 20,baseline,ratio_of_ratings,0.0
cooling fan,baseline,ratio_of_ratings,0.1
cotton mask with filter pocket,baseline,ratio_of_ratings,0.1
couples octoberfest costume,baseline,ratio_of_ratings,0.0
cow print bedding,baseline,ratio_of_ratings,0.9
crib sheet set boys,baseline,ratio_of_ratings,0.1
cricut create,baseline,ratio_of_ratings,0.4
crkt black knife,baseline,ratio_of_ratings,0.6
cubes travel luggage organizers,baseline,ratio_of_ratings,0.1
cutting board turquoise,baseline,ratio_of_ratings,0.3333333333333333
cutting boards for kitchen dishwasher safe,baseline,ratio_of_ratings,0.1
cybling womens shoes,baseline,ratio_of_ratings,0.8333333333333334
dammit doll,baseline,ratio_of_ratings,0.9
dc action figures 6 inch,baseline,ratio_of_ratings,0.25
dc court graffik shoes womens,baseline,ratio_of_ratings,1.0
dc motor,baseline,ratio_of_ratings,0.4
death march to the parallel world rhapsody light novel,baseline,ratio_of_ratings,0.8
decorative oil bottle,baseline,ratio_of_ratings,0.1
definitely not paid enough for this,baseline,ratio_of_ratings,0.0
delonghi espresso machine,baseline,ratio_of_ratings,0.4
demon from the dark kresley cole,baseline,ratio_of_ratings,0.6666666666666666
denim accessories,baseline,ratio_of_ratings,0.3
dermaroller,baseline,ratio_of_ratings,0.2
dessa,baseline,ratio_of_ratings,0.6666666666666666
detachable phone lanyard purple,baseline,ratio_of_ratings,1.0
dial antibacterial hand soap,baseline,ratio_of_ratings,1.0
diamond dotz,baseline,ratio_of_ratings,0.5
diana gabaldon,baseline,ratio_of_ratings,0.3
dinosaur christmas shirt,baseline,ratio_of_ratings,0.5
dinosaur clothes children,baseline,ratio_of_ratings,0.1
dishes with animals on them,baseline,ratio_of_ratings,0.0
dishwasher machine,baseline,ratio_of_ratings,0.1
divoom timebox,baseline,ratio_of_ratings,1.0
dj monitor speakers,baseline,ratio_of_ratings,0.0
do not pet dog patch,baseline,ratio_of_ratings,0.5
do4u,baseline,ratio_of_ratings,1.0
dog dinosaur bone,baseline,ratio_of_ratings,0.0
dog doors for exterior doors,baseline,ratio_of_ratings,0.2857142857142857
dog sweaters for small dogs girl,baseline,ratio_of_ratings,0.0
doggie screen,baseline,ratio_of_ratings,0.14285714285714285
dokken,baseline,ratio_of_ratings,0.7
done with chemo,baseline,ratio_of_ratings,0.6
double wedding ring quilt pattern,baseline,ratio_of_ratings,1.0
drum pendant light,baseline,ratio_of_ratings,0.7
dry cell batteries,baseline,ratio_of_ratings,0.1
dry itchy skin relief for dogs,baseline,ratio_of_ratings,0.2
dual monitor docking station for laptop,baseline,ratio_of_ratings,0.3
dump truck light,baseline,ratio_of_ratings,0.2
dungeons and dragon miniatures,baseline,ratio_of_ratings,0.5
duramax sticker,baseline,ratio_of_ratings,0.75
dust cloths reusable,baseline,ratio_of_ratings,0.1
dust collectors for woodworking,baseline,ratio_of_ratings,0.0
dutch oven le creuset,baseline,ratio_of_ratings,0.4
dvd player,baseline,ratio_of_ratings,0.4
eco friendly cloth napkins,baseline,ratio_of_ratings,0.3
educational toys for 6 year olds,baseline,ratio_of_ratings,0.2
egyptian makeup,baseline,ratio_of_ratings,0.2
elephant tea mug,baseline,ratio_of_ratings,0.8
elevation training mask,baseline,ratio_of_ratings,0.9
embroidery letter patches,baseline,ratio_of_ratings,0.5
endure book,baseline,ratio_of_ratings,0.1
engraved rolling pin,baseline,ratio_of_ratings,0.7
erase pro,baseline,ratio_of_ratings,0.4
esp32 can-bus,baseline,ratio_of_ratings,0.0
evenflo bottles,baseline,ratio_of_ratings,0.7
exhaust back pressure tester,baseline,ratio_of_ratings,1.0
extension cord 10 ft usb port,baseline,ratio_of_ratings,0.0
exterior light white,baseline,ratio_of_ratings,0.4
extra large wire dog crate,baseline,ratio_of_ratings,0.0
face make for 10,baseline,ratio_of_ratings,0.1
falling skies,baseline,ratio_of_ratings,0.0
fancy feast wet cat food,baseline,ratio_of_ratings,0.1
fangs 2.0 evil teeth dental veneer,baseline,ratio_of_ratings,1.0
fedora,baseline,ratio_of_ratings,0.4
feeder baby,baseline,ratio_of_ratings,0.3
fenwick casting rod,baseline,ratio_of_ratings,0.8888888888888888
fire place,baseline,ratio_of_ratings,0.0
first man dvd,baseline,ratio_of_ratings,0.2
flannel quilt fabric,baseline,ratio_of_ratings,0.5
flash items,baseline,ratio_of_ratings,0.1
flat iron heat resistant mat,baseline,ratio_of_ratings,0.2
florida maps,baseline,ratio_of_ratings,0.8333333333333334
flower art prints,baseline,ratio_of_ratings,0.1
fluo bike. tape,baseline,ratio_of_ratings,1.0
flying disc,baseline,ratio_of_ratings,0.1
fm transmitter bluetooth for car anker,baseline,ratio_of_ratings,1.0
fob battery,baseline,ratio_of_ratings,0.5
fogless mirror for shower,baseline,ratio_of_ratings,0.3
frozen pop up adventure,baseline,ratio_of_ratings,1.0
full size kids quilt set,baseline,ratio_of_ratings,0.4
g-spot clitoral sucking vibrator,baseline,ratio_of_ratings,0.0
g6a-8e,baseline,ratio_of_ratings,1.0
gacha life,baseline,ratio_of_ratings,0.0
garden drill bit for planting,baseline,ratio_of_ratings,0.8
gasoline container 5 gallon,baseline,ratio_of_ratings,0.0
gate,baseline,ratio_of_ratings,0.0
gatorade bottle,baseline,ratio_of_ratings,0.4
gaxaly note 9 case,baseline,ratio_of_ratings,0.0
gefilte fish,baseline,ratio_of_ratings,1.0
gel grip tape clear,baseline,ratio_of_ratings,0.2
gel wet look hair,baseline,ratio_of_ratings,0.2
gh06 tripod,baseline,ratio_of_ratings,1.0
girls bible,baseline,ratio_of_ratings,0.1
girls comforter sets full,baseline,ratio_of_ratings,0.0
glass pipes for tobacco,baseline,ratio_of_ratings,0.0
glossy photo paper 4x6,baseline,ratio_of_ratings,0.7142857142857143
go pro,baseline,ratio_of_ratings,0.1
godzilla tapestry,baseline,ratio_of_ratings,1.0
goggle face shield,baseline,ratio_of_ratings,0.8
gold shirt women,baseline,ratio_of_ratings,0.0
goodthreads long sleeve slim fit,baseline,ratio_of_ratings,0.5
google chromecast,baseline,ratio_of_ratings,0.2
gopro,baseline,ratio_of_ratings,0.1
grandparents gifts,baseline,ratio_of_ratings,0.1
grapes,baseline,ratio_of_ratings,0.1
green yeti water bottle,baseline,ratio_of_ratings,0.1
grey sweater,baseline,ratio_of_ratings,0.0
gwent cards,baseline,ratio_of_ratings,0.8571428571428571
hair dye white permanent,baseline,ratio_of_ratings,0.3
hair toner,baseline,ratio_of_ratings,0.2
haka,baseline,ratio_of_ratings,0.2
halloween decorations clearance,baseline,ratio_of_ratings,0.0
halloween gown for women,baseline,ratio_of_ratings,0.0
happy 50th birthday decorations,baseline,ratio_of_ratings,0.3
happy 60th birthday stickers,baseline,ratio_of_ratings,1.0
hasbro,baseline,ratio_of_ratings,0.0
hd20 bulb optoma,baseline,ratio_of_ratings,1.0
hdmi displayport adapter,baseline,ratio_of_ratings,0.2
heavy duty wall hooks,baseline,ratio_of_ratings,0.1
heel slip pads,baseline,ratio_of_ratings,0.1
hell costume,baseline,ratio_of_ratings,0.0
hemp wick,baseline,ratio_of_ratings,0.9
henry and the kite dragon,baseline,ratio_of_ratings,1.0
hercules costume,baseline,ratio_of_ratings,0.8333333333333334
here is new york e.b. white,baseline,ratio_of_ratings,1.0
hiboy,baseline,ratio_of_ratings,0.5
high beach chairs for adults,baseline,ratio_of_ratings,0.1
high quality drone,baseline,ratio_of_ratings,0.1
hippie clothing for men,baseline,ratio_of_ratings,0.0
home gym,baseline,ratio_of_ratings,0.0
hose reel,baseline,ratio_of_ratings,0.0
hot thermos for food,baseline,ratio_of_ratings,0.2
how does a dinosaur,baseline,ratio_of_ratings,0.0
hp 250 g7,baseline,ratio_of_ratings,0.75
huawei mate 20 case,baseline,ratio_of_ratings,1.0
humidifiers diffusers,baseline,ratio_of_ratings,0.1
hydraulics pumps,baseline,ratio_of_ratings,1.0
hydro flask 32 oz,baseline,ratio_of_ratings,0.1
if lost or drunk please return to bestie,baseline,ratio_of_ratings,1.0
ignition coil,baseline,ratio_of_ratings,0.4
imaginext,baseline,ratio_of_ratings,0.0
imak compression arthritis gloves,baseline,ratio_of_ratings,0.8
ina may's guide to breastfeeding,baseline,ratio_of_ratings,1.0
inclusion dividend,baseline,ratio_of_ratings,1.0
individual hand wipes,baseline,ratio_of_ratings,0.1111111111111111
indoor driving range,baseline,ratio_of_ratings,0.5
inner pot 6 qt,baseline,ratio_of_ratings,0.3333333333333333
instant pot cooker,baseline,ratio_of_ratings,0.0
ipad 6 gen case,baseline,ratio_of_ratings,0.0
iphone 5s case,baseline,ratio_of_ratings,0.1
iphone 6 case glitter silver,baseline,ratio_of_ratings,0.5
iphone 7 case incipio,baseline,ratio_of_ratings,0.7
iphone 8 plus case with stand,baseline,ratio_of_ratings,0.1
iphone se otterbox,baseline,ratio_of_ratings,0.2
iphone xr game controller,baseline,ratio_of_ratings,0.14285714285714285
iphone xs max case for women bling,baseline,ratio_of_ratings,0.4
iphone xs max screen protector edge to edge full coverage,baseline,ratio_of_ratings,0.375
irish moss seed,baseline,ratio_of_ratings,0.16666666666666666
iron decor,baseline,ratio_of_ratings,0.1
ishi,baseline,ratio_of_ratings,1.0
italian cookies from italy,baseline,ratio_of_ratings,0.25
iwatch bands 40mm womens,baseline,ratio_of_ratings,0.0
japanese candy,baseline,ratio_of_ratings,0.4
japanese cherry blossom eau-de-parfum,baseline,ratio_of_ratings,1.0
jeep srt8,baseline,ratio_of_ratings,0.4
jim mora shirt,baseline,ratio_of_ratings,1.0
john daly poster,baseline,ratio_of_ratings,1.0
jull,baseline,ratio_of_ratings,0.0
june june hannah shirt,baseline,ratio_of_ratings,1.0
ka-bar,baseline,ratio_of_ratings,0.3
keyboard piano,baseline,ratio_of_ratings,0.3
kick buttowski,baseline,ratio_of_ratings,1.0
kid animal plates,baseline,ratio_of_ratings,0.0
kid rain boots,baseline,ratio_of_ratings,0.0
kid rings,baseline,ratio_of_ratings,0.2
kids chlorine removal shampoo,baseline,ratio_of_ratings,1.0
king bed sheets cotton,baseline,ratio_of_ratings,0.1
king comforter set,baseline,ratio_of_ratings,0.1
kino yoga books,baseline,ratio_of_ratings,1.0
kitchen faucets,baseline,ratio_of_ratings,0.1
kitchen organizer,baseline,ratio_of_ratings,0.0
kitchen rugs,baseline,ratio_of_ratings,0.1
kitchen set,baseline,ratio_of_ratings,0.4
kms hair play paste,baseline,ratio_of_ratings,0.0
kotobukiya snowtrooper,baseline,ratio_of_ratings,1.0
ks resin,baseline,ratio_of_ratings,0.0
lace front wig ombre blonde,baseline,ratio_of_ratings,0.4
ladies pull on shorts elastic waist,baseline,ratio_of_ratings,0.0
lantern old fashioned,baseline,ratio_of_ratings,0.42857142857142855
laptop 14 inch,baseline,ratio_of_ratings,0.0
laptop power adapters,baseline,ratio_of_ratings,0.0
large bracelet mold,baseline,ratio_of_ratings,1.0
large dog bed cute,baseline,ratio_of_ratings,0.0
large planters,baseline,ratio_of_ratings,0.0
laundry hamper wooden,baseline,ratio_of_ratings,0.0
led edison bulb,baseline,ratio_of_ratings,0.0
led lights strip,baseline,ratio_of_ratings,0.1
legend of zelda breath of the wild,baseline,ratio_of_ratings,0.4
lego lego movie,baseline,ratio_of_ratings,0.0
leopard stationary,baseline,ratio_of_ratings,0.6666666666666666
leotard,baseline,ratio_of_ratings,0.0
lg cx oled 65,baseline,ratio_of_ratings,0.2857142857142857
lg v20 case,baseline,ratio_of_ratings,0.2
light box tracer,baseline,ratio_of_ratings,0.6
light with switch,baseline,ratio_of_ratings,0.0
lillypad floating mat,baseline,ratio_of_ratings,0.8333333333333334
lipoic acid,baseline,ratio_of_ratings,0.6
lock,baseline,ratio_of_ratings,0.1
logitech headset,baseline,ratio_of_ratings,0.2
logitech wireless keyboard,baseline,ratio_of_ratings,0.4
long crochet hooks,baseline,ratio_of_ratings,0.9
long sleeve dresses for girl kids,baseline,ratio_of_ratings,0.0
long sleeve t shirt women,baseline,ratio_of_ratings,0.0
long workout tank tops for women loose fit,baseline,ratio_of_ratings,0.7
lp-e17 watson,baseline,ratio_of_ratings,1.0
luigi costume kids,baseline,ratio_of_ratings,0.3333333333333333
lunch backpack,baseline,ratio_of_ratings,0.1
lunch ice pack,baseline,ratio_of_ratings,0.2
ma,baseline,ratio_of_ratings,0.1
macbook charger repair,baseline,ratio_of_ratings,0.0
madame x,baseline,ratio_of_ratings,0.9
magic bullet replacement rubber,baseline,ratio_of_ratings,0.7142857142857143
mailbox with locks with keys,baseline,ratio_of_ratings,0.0
make america great again hat,baseline,ratio_of_ratings,0.2
makeup organizer drawers,baseline,ratio_of_ratings,0.2
male sex toys,baseline,ratio_of_ratings,0.0
mark the shark book,baseline,ratio_of_ratings,0.0
marker tip pens,baseline,ratio_of_ratings,0.1
marshmello costume,baseline,ratio_of_ratings,0.0
mary meyer baby mat,baseline,ratio_of_ratings,1.0
massage gaming chair,baseline,ratio_of_ratings,0.5
mastectomy pillow,baseline,ratio_of_ratings,0.5
math flash cards 4th grade,baseline,ratio_of_ratings,0.8
mcgraw hill medical spanish,baseline,ratio_of_ratings,1.0
meat saw electric,baseline,ratio_of_ratings,0.4
medical wipes,baseline,ratio_of_ratings,0.1
melissa and doug puzzles,baseline,ratio_of_ratings,0.4
melting pot,baseline,ratio_of_ratings,0.3
men plaid pants slim fit,baseline,ratio_of_ratings,0.6
men shoes athletic basketball,baseline,ratio_of_ratings,0.0
men's elastic waist pants,baseline,ratio_of_ratings,0.1
men's skechers,baseline,ratio_of_ratings,0.0
mens black wallet trifold,baseline,ratio_of_ratings,0.6
mens hoodies buffalo,baseline,ratio_of_ratings,0.0
mens nikes shoes,baseline,ratio_of_ratings,0.0
mens pocket square,baseline,ratio_of_ratings,0.0
metal puzzles brain teasers,baseline,ratio_of_ratings,0.3
mexican dish,baseline,ratio_of_ratings,0.0
michael scott sequin pillow covers,baseline,ratio_of_ratings,0.25
mickey baby costume,baseline,ratio_of_ratings,0.6
microphone headset podcast,baseline,ratio_of_ratings,0.2
microsoft surface,baseline,ratio_of_ratings,0.3
milwaukee drills,baseline,ratio_of_ratings,0.0
minnie iphone x case,baseline,ratio_of_ratings,0.7777777777777778
mirrolure suspending twitchbait,baseline,ratio_of_ratings,1.0
mirror tv,baseline,ratio_of_ratings,0.3
misswig synthetic curly wig,baseline,ratio_of_ratings,1.0
mobile magnet antenna mount bnc,baseline,ratio_of_ratings,1.0
moisture socks,baseline,ratio_of_ratings,0.0
molding,baseline,ratio_of_ratings,0.1
mosquito patches,baseline,ratio_of_ratings,1.0
mother's ring,baseline,ratio_of_ratings,0.2
motorcycle helmet with sun visor,baseline,ratio_of_ratings,0.2
mouse pad red lightning,baseline,ratio_of_ratings,1.0
multi surface cleaner,baseline,ratio_of_ratings,0.1
mummy decor,baseline,ratio_of_ratings,0.5
mushroom table,baseline,ratio_of_ratings,0.7
mustard tops for women,baseline,ratio_of_ratings,0.0
my baby registry,baseline,ratio_of_ratings,0.0
